a,sigma,r0,T,swap_length,K,price,vega,volga,delta,gamma
0.563416,0.255508,0.035153,4.425900,3,0.041191,0.10929663,0.44706520,-0.04897483,-0.13605705,0.16192538
1.398286,0.232971,0.047191,1.051802,4,0.050997,0.03188336,0.15414327,0.00471571,0.05063721,0.02663309
1.298697,0.209007,0.030155,1.121547,2,0.033239,0.03192845,0.16419254,0.00112761,0.05446833,0.02959641
1.665004,0.027017,0.017970,5.076446,1,0.017916,0.00271998,0.09695447,0.00316487,-0.00158495,0.00092325
1.930451,0.033111,0.012465,1.054656,4,0.011384,0.00605929,0.08925239,0.73625445,0.04347745,0.13695256
1.011395,0.084695,0.006642,2.574882,3,0.007460,0.02071393,0.25778288,0.00312136,0.01328071,-0.01006102
0.183284,0.299503,0.028890,5.069358,2,0.030500,0.25099114,0.80098397,-0.38651481,-0.63075835,1.48075676
1.280568,0.099645,0.014150,1.678112,4,0.013031,0.02089806,0.18516409,0.01662447,0.03187414,0.00750899
1.889664,0.298032,0.018018,2.040550,2,0.021513,0.02755126,0.10168619,0.00151237,-0.00948497,0.00295879
1.540178,0.049678,0.001458,3.232085,4,0.001182,0.00783979,0.14614701,0.01056263,-0.00274683,0.00070244
0.594987,0.020934,0.014748,2.500657,1,0.015424,0.00514112,0.25828287,0.01962372,0.07216533,0.57927775
0.434338,0.084882,0.030098,2.223557,3,0.027796,0.05502553,0.60195249,-0.01196617,0.20814365,0.15784903
0.721830,0.261158,0.029478,1.576962,1,0.032972,0.05434004,0.21295443,-0.00405895,0.04966365,-0.03006453
1.780090,0.017062,0.037452,2.250410,4,0.044535,0.00000000,0.00000329,0.00401403,0.00000000,0.00000019
0.406278,0.030471,0.003654,1.375340,2,0.003827,0.01488525,0.49363881,-0.00467703,0.36476791,5.31547594
0.467726,0.103692,0.032845,3.794919,4,0.038109,0.05772755,0.62481797,0.00097603,0.01019015,-0.08530249
0.232347,0.263662,0.007002,5.338916,1,0.004318,0.12643829,0.47474220,-0.04913266,-0.27877626,0.57092375
1.877536,0.284666,0.012430,3.713816,3,0.011482,0.03083789,0.10367531,-0.00012041,-0.01617415,0.00848248
0.608113,0.133836,0.017662,4.292873,3,0.018897,0.05950259,0.45425612,-0.02230809,-0.04791991,0.02601555
1.864517,0.247734,0.036438,7.932180,1,0.041244,0.01586894,0.06984054,0.00114418,-0.00851098,0.00456469
1.230585,0.063317,0.006334,4.289809,3,0.007128,0.01129831,0.19516146,0.01538096,-0.00730899,0.00462307
0.307488,0.221009,0.034432,2.564424,4,0.032638,0.20381179,0.87598366,-0.32701147,-0.00108688,-0.37122634
1.237873,0.104729,0.013213,4.373495,4,0.014901,0.01730668,0.18989806,0.02197262,-0.01242148,0.00886951
0.380852,0.042133,0.011733,1.855048,1,0.013536,0.01278098,0.32302192,0.01732588,0.17296968,1.31806576
0.366916,0.024744,0.035172,1.134804,4,0.038456,0.01252330,0.66259450,1.32222807,0.50671089,13.46693802
1.334028,0.192336,0.043706,4.494721,4,0.045119,0.02750371,0.14685453,-0.00108906,-0.01985499,0.01432629
1.175274,0.295036,0.013599,2.501997,1,0.014586,0.04312705,0.14733927,-0.00156925,-0.02050837,0.00788871
1.145662,0.245901,0.048769,5.519120,1,0.056316,0.02716542,0.11927801,0.00075758,-0.02329644,0.01997662
1.224076,0.240088,0.046524,2.125014,4,0.039118,0.05841527,0.17432836,0.04387793,-0.01432988,-0.00367719
1.407712,0.132303,0.006001,2.712657,2,0.005166,0.02148206,0.15567161,0.00048498,-0.00769521,0.00181523
0.239373,0.281130,0.038461,5.159668,2,0.042659,0.19335341,0.67217898,-0.22740045,-0.43234348,0.90628833
1.001389,0.085171,0.031432,3.537152,3,0.036179,0.01521226,0.23106566,0.12113968,-0.00486090,-0.00058719
0.821583,0.026756,0.032805,7.001665,1,0.030598,0.00561963,0.16500314,0.21398203,-0.00584123,0.00600180
0.428563,0.140210,0.005316,2.298282,3,0.004965,0.09322057,0.65898949,-0.06599214,0.14522223,-0.14805384
0.391084,0.284899,0.039763,3.335073,1,0.033681,0.09170117,0.30990398,-0.01719007,-0.08144785,0.03273381
0.842924,0.128011,0.001561,3.462876,1,0.001629,0.02632550,0.20605396,-0.00177504,-0.01191181,0.00086914
1.608023,0.249614,0.048233,3.788998,3,0.048832,0.02870359,0.11232559,-0.00067096,-0.01725049,0.01036302
0.575759,0.281898,0.026928,3.045730,1,0.025864,0.07249779,0.25438657,-0.00869501,-0.04814975,0.01352629
0.468915,0.144901,0.041941,3.835825,3,0.035857,0.08589644,0.53065473,-0.02595535,-0.04760880,-0.03345959
1.338010,0.218907,0.003112,4.902497,4,0.003034,0.03931826,0.17805354,-0.00198063,-0.02884436,0.02115808
1.086425,0.116325,0.039398,3.088605,4,0.034321,0.03505947,0.20144704,0.15836847,-0.01481463,0.00272869
0.547150,0.101596,0.048124,3.922439,4,0.049660,0.04881317,0.48499995,-0.02839108,-0.00874838,-0.03943616
1.374225,0.294493,0.023398,4.521991,4,0.026024,0.04201411,0.15527722,0.00037608,-0.02992957,0.02131783
1.214002,0.031652,0.011512,2.427647,4,0.012870,0.00424745,0.19319673,0.57184029,0.01237823,0.01836159
1.082347,0.012464,0.025601,3.255762,3,0.025691,0.00303879,0.21777195,0.13738038,0.00996906,0.01225924
1.879964,0.291394,0.042371,4.506589,1,0.041070,0.02312912,0.07612749,-0.00001818,-0.01226172,0.00650043
1.726237,0.223522,0.034433,7.548930,1,0.033864,0.01800116,0.07845002,-0.00013863,-0.01042756,0.00604039
0.740592,0.185800,0.020303,5.835981,2,0.018485,0.05739762,0.29965517,-0.00937946,-0.07067194,0.08677115
1.132841,0.123771,0.018106,6.699091,1,0.019798,0.01672293,0.14024359,0.00033776,-0.01462620,0.01279208
1.125637,0.106042,0.036011,4.565255,4,0.031759,0.02894362,0.18475232,0.15047044,-0.02301143,0.01819216
1.087128,0.250160,0.007663,3.194342,4,0.008095,0.05887316,0.23805684,-0.00551425,-0.03971783,0.02566729
1.487614,0.127305,0.019287,2.332804,2,0.018010,0.01924518,0.13974643,0.00360047,-0.00283681,-0.00149702
1.668565,0.172193,0.045834,3.474788,1,0.051087,0.01392943,0.08997355,0.00361409,-0.00774879,0.00430209
1.038456,0.270171,0.006551,5.586845,1,0.007807,0.04428339,0.16572410,-0.00202783,-0.04165698,0.03917969
1.143145,0.066571,0.013672,2.421612,2,0.011874,0.01515517,0.19774425,0.03518164,0.01299953,-0.00588905
0.915441,0.229378,0.048925,1.601665,3,0.050881,0.05984811,0.26316431,-0.00795296,0.04825630,-0.02803666
0.483945,0.256690,0.046626,2.579756,2,0.041126,0.11545590,0.42417818,-0.03958567,-0.02725941,-0.07878438
1.779680,0.035767,0.035916,2.541733,3,0.030231,0.01630254,0.02510383,2.02172446,-0.00391465,-0.00042143
1.087961,0.242659,0.048200,4.871733,2,0.051699,0.03993995,0.17121755,-0.00237867,-0.03506565,0.03076507
1.165322,0.066351,0.040866,3.289189,3,0.034201,0.02336209,0.15580864,0.80714601,-0.00876141,0.00061616
1.941563,0.267235,0.040543,3.713048,2,0.048425,0.01813782,0.08588349,0.01176796,-0.00920298,0.00466921
1.000532,0.199733,0.039122,2.147647,3,0.032524,0.05736232,0.23456848,0.02340516,0.00190525,-0.02143707
1.160968,0.042936,0.007377,6.475504,2,0.007220,0.00847713,0.19337979,0.00068608,-0.00709635,0.00593858
0.740479,0.135443,0.012797,1.263292,4,0.014838,0.04735038,0.37567851,-0.00216866,0.18314834,0.30443585
1.845857,0.191691,0.004938,3.674992,2,0.005084,0.02054466,0.10753899,-0.00038454,-0.01083105,0.00570853
1.587688,0.130372,0.021835,3.174323,2,0.025391,0.01355641,0.12430540,0.01989999,-0.00690341,0.00345219
1.082940,0.252542,0.027050,1.965875,4,0.030422,0.05310586,0.22882141,-0.00099634,0.00195454,-0.01500268
0.739572,0.241963,0.043862,1.283405,4,0.049801,0.07765872,0.35291666,-0.01042035,0.13019656,0.01669265
1.819961,0.128304,0.011774,5.249779,2,0.010870,0.01440392,0.10459950,0.00227443,-0.00789556,0.00432796
0.160887,0.191879,0.045699,3.517435,1,0.043786,0.08766636,0.44883478,-0.03846046,-0.03476373,-0.19284211
1.336140,0.051362,0.038884,5.395755,2,0.033893,0.01224323,0.11939577,0.59217906,-0.00887456,0.00642957
1.911083,0.082489,0.048622,3.726464,3,0.044128,0.01541968,0.06727553,0.42033935,-0.00780217,0.00394537
0.567418,0.265754,0.001648,3.440664,1,0.001518,0.07477043,0.27995145,-0.00934966,-0.06321035,0.03937372
1.825340,0.083634,0.025109,2.999544,3,0.022398,0.01335156,0.09767610,0.15765838,-0.00594983,0.00258994
0.885975,0.135267,0.041546,3.177433,4,0.037138,0.04649065,0.27280310,0.05764835,-0.01911692,-0.00086180
1.399527,0.066538,0.017157,2.083088,4,0.014254,0.01724511,0.14828220,0.38216695,0.01231096,-0.00706826
1.225984,0.074952,0.016304,4.544073,3,0.018867,0.01108400,0.18417439,0.07930776,-0.00782490,0.00548189
1.577902,0.286899,0.037237,1.453442,2,0.031826,0.04216485,0.12540999,0.00560646,0.00607023,-0.00824624
1.762745,0.295258,0.017763,1.446432,4,0.019720,0.03131703,0.11630397,0.00143995,0.00316726,-0.00421714
1.178162,0.162331,0.009524,6.958259,1,0.010369,0.02279028,0.14269795,-0.00069344,-0.01926572,0.01628608
1.205885,0.165191,0.045751,7.945682,1,0.041090,0.01903919,0.10246321,0.00467252,-0.01577302,0.01306714
1.950885,0.179610,0.020994,1.746809,3,0.017945,0.02255321,0.09649598,0.02179003,-0.00198815,-0.00142325
0.373787,0.278889,0.004512,5.309592,2,0.003963,0.17423342,0.61204195,-0.11104896,-0.32431710,0.58553046
1.946468,0.182084,0.007414,4.842149,4,0.006662,0.01965789,0.09958784,0.00190261,-0.01007796,0.00516664
0.206296,0.163117,0.038621,7.460462,1,0.041979,0.06601829,0.40715578,-0.03117998,-0.18575044,0.49444249
1.901658,0.156441,0.008551,3.500514,2,0.007421,0.01711833,0.10157670,0.00195861,-0.00866122,0.00437976
0.186608,0.123362,0.036829,5.741660,1,0.043839,0.05349276,0.45023039,-0.02356511,-0.07386303,0.00166046
1.183874,0.248229,0.040581,4.525535,3,0.041833,0.04266599,0.17361031,-0.00296861,-0.03438154,0.02768481
1.599809,0.206310,0.006852,5.954316,3,0.005761,0.02896206,0.13201195,0.00067574,-0.01808037,0.01128717
0.409248,0.023574,0.030790,2.937058,1,0.031649,0.00724018,0.31433836,0.00323846,0.09742428,0.70287740
1.144046,0.075239,0.002757,1.605428,1,0.002657,0.01164055,0.15433410,-0.00043135,0.03819680,0.05541739
1.714880,0.048301,0.042332,3.928437,3,0.043587,0.00463748,0.10424352,0.00939106,-0.00243018,0.00126791
0.977237,0.055283,0.017776,4.193108,4,0.014693,0.02093287,0.24850881,0.45231128,-0.01172914,0.00467927
1.611465,0.180418,0.036496,3.539566,3,0.040368,0.01783444,0.11798425,0.01311737,-0.01025709,0.00588742
1.990316,0.204496,0.038342,4.006077,3,0.031893,0.02714971,0.07794747,0.05961044,-0.01354352,0.00675596
0.354107,0.053707,0.013924,5.271551,3,0.013136,0.04376333,0.79250658,-0.04334516,0.02260675,-0.13745232
1.282159,0.214232,0.024634,2.141544,4,0.020590,0.04661689,0.17717612,0.01865070,-0.00905033,-0.00408134
1.974492,0.226656,0.011984,1.115939,1,0.009738,0.02055437,0.08554915,0.00056757,0.01481964,-0.00028603
0.815167,0.245500,0.030894,6.089050,1,0.026498,0.04512459,0.17553927,-0.00219758,-0.05305310,0.06234114
1.650529,0.219354,0.039645,2.623852,3,0.038736,0.02800645,0.11694717,0.00183139,-0.01314704,0.00598586
1.272176,0.142968,0.027489,4.768597,2,0.026759,0.02350218,0.15724392,0.00019084,-0.01770058,0.01332221
0.538787,0.082584,0.005859,3.863923,4,0.005571,0.05070025,0.60674417,-0.03026333,0.01254131,-0.06886295
1.584413,0.213741,0.007450,1.188947,2,0.006464,0.02933394,0.13222216,-0.00026677,0.02943232,0.00231833
0.152930,0.128290,0.048053,3.034796,4,0.053279,0.16685092,1.31145692,-0.73217499,0.18898699,-0.93162000
1.536278,0.104182,0.021050,5.514533,3,0.023289,0.01114647,0.12850559,0.02732807,-0.00720209,0.00465342
1.875535,0.160754,0.010431,3.002669,3,0.011810,0.01518629,0.10548036,0.00493117,-0.00722694,0.00342257
1.753000,0.193128,0.004472,2.723682,3,0.004923,0.02231422,0.11927984,-0.00011902,-0.01035892,0.00472294
0.772026,0.046542,0.024980,1.788593,2,0.025489,0.01375624,0.29959071,-0.00142144,0.10505402,0.42353287
1.303697,0.056194,0.046510,4.986152,3,0.046430,0.00946227,0.14319003,0.04033659,-0.00676921,0.00483293
0.634017,0.170418,0.038350,1.488860,3,0.041579,0.06539448,0.40164018,-0.01684744,0.15331450,0.06582074
0.905974,0.019357,0.010064,3.536776,3,0.010466,0.00519490,0.29233503,0.07117705,0.01336830,0.01023390
0.930724,0.119433,0.011633,3.079067,2,0.011890,0.03012293,0.25435019,-0.00323266,-0.00661516,-0.00585886
0.660323,0.213061,0.034699,2.298775,1,0.039912,0.04667417,0.22792213,-0.00352669,0.01305722,-0.03581102
0.679829,0.247529,0.048945,3.064268,3,0.055964,0.08339765,0.35971564,-0.02123776,-0.05030414,0.01347878
1.375697,0.211235,0.017114,2.536637,4,0.016762,0.03584491,0.16510563,-0.00129898,-0.01498602,0.00509816
0.287730,0.244423,0.023486,3.550097,2,0.027822,0.16071092,0.66149372,-0.14014485,-0.15574454,0.02024340
1.751696,0.260049,0.017837,2.851570,3,0.019298,0.02795715,0.11436136,0.00042425,-0.01415814,0.00713152
1.331279,0.202914,0.020126,4.146609,1,0.020885,0.02490210,0.12402780,-0.00067498,-0.01764878,0.01249334
0.394407,0.228860,0.020351,5.943179,3,0.022407,0.15283926,0.66989225,-0.14762580,-0.29034546,0.53945005
1.827296,0.201416,0.025583,1.656004,1,0.029800,0.01666817,0.09136315,0.00265234,0.00112155,-0.00199568
1.362721,0.065831,0.035016,3.381564,3,0.030187,0.01811886,0.13151079,0.57396394,-0.00881619,0.00375691
0.270491,0.110232,0.049092,3.591616,2,0.047336,0.07198422,0.62922174,-0.06131286,0.05750583,-0.25657392
0.334556,0.033194,0.001833,2.663031,4,0.001792,0.03235521,0.97305232,-0.04875220,0.37784711,2.14423704
0.270313,0.175506,0.011839,3.816483,4,0.010552,0.20446272,1.12214744,-0.47357190,-0.16253285,-0.16241474
0.655460,0.187835,0.043625,6.107108,2,0.052710,0.04931754,0.29097959,-0.00156124,-0.06720182,0.09121419
1.391808,0.159575,0.008651,4.835549,2,0.009149,0.02417266,0.15412615,-0.00080946,-0.01697596,0.01191970
1.037343,0.221407,0.048926,2.136281,1,0.048251,0.03474549,0.15328658,-0.00133890,-0.00018919,-0.01003583
1.670514,0.092875,0.025009,4.198206,4,0.029440,0.00533486,0.10310990,0.28629062,-0.00304420,0.00173601
0.689202,0.267865,0.024346,2.868782,3,0.021153,0.10836736,0.38616139,-0.02797877,-0.06257078,0.01325018
1.508195,0.203170,0.039896,2.840588,4,0.043073,0.02361722,0.13324663,0.00716640,-0.01188091,0.00578324
1.191865,0.050613,0.008877,3.570782,3,0.009988,0.00884844,0.20213307,0.05509543,-0.00230908,-0.00037682
0.790165,0.012173,0.026921,2.929200,4,0.029373,0.00156956,0.27600881,10.46076107,0.02514529,0.29070055
1.527519,0.099577,0.048878,1.762374,3,0.055623,0.00757087,0.12308151,0.20926209,0.00877599,0.00329436
0.379406,0.144149,0.033627,5.969469,3,0.027942,0.10011645,0.63741654,-0.07872467,-0.16841808,0.26113522
1.627755,0.223164,0.035580,2.384408,4,0.031369,0.03611910,0.11862290,0.02922421,-0.01519230,0.00586035
0.561435,0.277023,0.015989,3.606268,4,0.018101,0.14864391,0.54208016,-0.08212484,-0.14886220,0.12715195
0.486900,0.014295,0.041550,3.136774,2,0.039182,0.00920660,0.40865478,3.33979321,0.13501951,0.87804574
0.905537,0.041162,0.031318,3.092598,2,0.035308,0.00740905,0.23896216,0.32030207,0.01264892,0.00364476
0.437693,0.153788,0.012456,1.835311,1,0.010854,0.04694806,0.30078724,-0.00669653,0.11078795,0.01365445
1.778056,0.277789,0.048174,4.649031,1,0.045491,0.02326903,0.07837928,0.00043532,-0.01303513,0.00730214
1.534030,0.231604,0.012251,1.671070,4,0.014243,0.03001001,0.14386901,0.00337015,0.00404361,-0.00545511
1.773356,0.117706,0.044903,1.728246,1,0.041359,0.01284147,0.09004413,0.01686577,0.00418785,-0.00253537
0.134428,0.163121,0.018619,7.503532,1,0.019467,0.09427165,0.57818198,-0.06646961,-0.31369063,0.96065426
0.875341,0.040975,0.011004,7.652737,1,0.010317,0.00791520,0.18422246,0.00587261,-0.00864645,0.00943821
1.752161,0.251738,0.013098,2.689901,4,0.014482,0.02692846,0.11672781,0.00165007,-0.01297248,0.00617936
0.368160,0.061396,0.027085,1.951532,4,0.029742,0.04424990,0.77963305,-0.00111912,0.36209688,1.39600921
0.578649,0.044393,0.004504,6.788044,1,0.003976,0.01239748,0.27270550,0.00067407,-0.01374539,0.01363839
0.860045,0.255045,0.035474,4.372902,1,0.038567,0.04360518,0.17382059,-0.00275684,-0.04327495,0.04258956
0.989070,0.268076,0.037232,3.658932,3,0.041055,0.05901030,0.23209359,-0.00541273,-0.04817784,0.03865900
1.991601,0.126390,0.026647,2.401848,2,0.031840,0.00783308,0.08825120,0.06122239,-0.00243609,0.00067270
0.120275,0.118686,0.007032,4.727616,3,0.006443,0.19114859,1.57244349,-0.83524799,-0.13846570,-0.76487333
0.561930,0.299259,0.024500,1.872108,2,0.022499,0.12089501,0.39484242,-0.03302671,0.03462227,-0.10918752
1.031326,0.168159,0.008420,2.829818,2,0.008842,0.03799332,0.22829652,-0.00320930,-0.01361776,0.00024173
1.670040,0.234141,0.026636,3.224960,3,0.022121,0.03418811,0.11548848,0.01543886,-0.01901413,0.01055142
0.585616,0.137766,0.023360,5.098311,2,0.025595,0.05097353,0.38030541,-0.01391266,-0.05847901,0.06247058
1.477235,0.211180,0.004172,2.657145,1,0.004672,0.02506519,0.11984475,-0.00054794,-0.01169493,0.00508641
0.497001,0.149158,0.040578,4.972423,3,0.049003,0.06558311,0.49014661,-0.01644497,-0.07640406,0.07669005
1.990453,0.092550,0.025423,3.870234,2,0.028844,0.00581083,0.08604765,0.06414607,-0.00283905,0.00138672
1.581383,0.098366,0.029239,6.222856,2,0.024021,0.01611642,0.10597735,0.11577047,-0.01017442,0.00642313
0.779895,0.046558,0.023631,4.620198,4,0.020522,0.02235631,0.32929528,0.57571352,-0.01032311,-0.00142141
1.057829,0.192674,0.042093,4.345112,1,0.035579,0.02994023,0.13926351,0.00410119,-0.02536244,0.02138813
0.820333,0.209178,0.028206,2.501405,4,0.026711,0.07199688,0.32869175,-0.01221886,-0.01126848,-0.02376466
0.365784,0.117395,0.032084,3.583649,3,0.027442,0.08927288,0.70084518,-0.06425412,0.02263024,-0.20145753
0.939270,0.095958,0.021455,3.397078,4,0.019884,0.02990459,0.27510020,0.02348524,-0.01007913,-0.00232371
0.174708,0.287562,0.021286,6.398877,1,0.013135,0.14609951,0.49903637,-0.07718478,-0.45370245,1.36726642
1.327602,0.089863,0.047499,5.221245,3,0.047227,0.01399979,0.13767850,0.01374813,-0.01024273,0.00749154
1.164238,0.074778,0.006569,3.461202,2,0.006591,0.01480556,0.19759217,-0.00094577,-0.00586322,0.00120966
0.983643,0.169525,0.043107,1.942026,3,0.041758,0.04401511,0.24253251,-0.00067076,0.02550253,-0.02308873
0.503169,0.192737,0.033951,4.888904,2,0.031692,0.08250165,0.41251823,-0.02966724,-0.10863504,0.13377444
1.843403,0.209367,0.012213,2.131948,2,0.009820,0.02472137,0.10609693,0.00314747,-0.00790266,0.00208031
1.336174,0.252082,0.014499,2.278051,4,0.012352,0.04807683,0.17316484,0.00162810,-0.01709613,0.00351730
0.150158,0.265095,0.017813,6.969974,2,0.039879,0.25816110,0.93614346,-0.53925818,-0.93486834,3.29991579
1.295187,0.143421,0.015867,4.916636,1,0.016019,0.01842543,0.12827797,-0.00055716,-0.01376614,0.01028106
1.742410,0.233797,0.006975,3.408181,2,0.007844,0.02637804,0.11588211,-0.00036656,-0.01441534,0.00787114
1.636372,0.102494,0.023420,3.602074,4,0.025096,0.01035048,0.12155351,0.02699041,-0.00564101,0.00305973
0.171368,0.097330,0.024568,7.304959,1,0.027592,0.04752911,0.49962750,-0.02551124,-0.09628873,0.10722637
0.922324,0.278861,0.034326,1.402924,2,0.037421,0.06545262,0.24180217,-0.00641129,0.05577799,-0.02494350
1.105546,0.211898,0.007625,2.291999,1,0.008055,0.03338994,0.15880077,-0.00135090,-0.00515359,-0.00516074
0.716447,0.024209,0.023855,3.343539,4,0.027673,0.00468892,0.34877080,3.75965571,0.02702219,0.09285776
0.511282,0.124405,0.010150,3.159783,3,0.011760,0.06891129,0.56801254,-0.03666984,0.02560160,-0.09792295
0.708443,0.146160,0.007781,4.912881,3,0.006329,0.06023427,0.39711782,-0.01367451,-0.06483576,0.06764659
1.243234,0.072460,0.048344,6.947779,2,0.040304,0.01680553,0.11410213,0.42009830,-0.01345258,0.01076845
1.918214,0.160954,0.036748,3.119012,2,0.043718,0.01022031,0.08877564,0.04313175,-0.00487577,0.00232011
1.595042,0.206508,0.048193,1.619970,3,0.050332,0.02486735,0.12607966,0.00007132,0.00576409,-0.00481563
0.330060,0.108733,0.047232,1.057913,4,0.045852,0.07945611,0.68993187,-0.05817270,0.59585083,2.00261116
0.375642,0.107066,0.042405,1.951458,1,0.045590,0.03208371,0.30836949,-0.00428442,0.12950175,0.16009822
0.712873,0.223911,0.042304,1.116730,2,0.048964,0.06178854,0.29707021,-0.00545280,0.15262014,0.11638444
0.712051,0.293159,0.018384,1.479914,1,0.020045,0.06307341,0.21716145,-0.00496080,0.05476591,-0.03508034
1.935066,0.258073,0.019892,1.652293,2,0.020244,0.02541914,0.09873505,-0.00041745,-0.00291525,-0.00107707
1.008139,0.076642,0.042650,4.225720,2,0.049975,0.01083498,0.19283184,0.16727938,-0.00667221,0.00365257
1.614216,0.207981,0.010761,7.763122,1,0.010148,0.02136808,0.10113127,-0.00032687,-0.01323658,0.00819945
0.612076,0.093730,0.004565,3.887484,3,0.003852,0.04631082,0.48164165,-0.01529283,-0.00840093,-0.03011512
1.898731,0.270892,0.004362,4.805285,4,0.003684,0.02975107,0.10518562,-0.00007353,-0.01563928,0.00822113
0.117889,0.275972,0.049637,6.922692,1,0.048020,0.13747531,0.47764555,-0.09950086,-0.52951670,1.98171115
1.818590,0.103979,0.017224,4.727751,3,0.019977,0.00787537,0.10218209,0.06083725,-0.00429275,0.00233983
1.276130,0.167327,0.028020,1.737810,4,0.028556,0.03007571,0.18173216,-0.00167667,0.01732223,-0.00883765
0.391335,0.141650,0.040509,4.398552,2,0.039631,0.07273872,0.50068682,-0.04101536,-0.05866832,-0.00574313
0.704730,0.158807,0.014888,5.072999,3,0.013428,0.06313004,0.38280842,-0.01481389,-0.07178457,0.08006055
1.095709,0.248964,0.008443,2.094929,3,0.010014,0.05506208,0.23016463,-0.00394789,-0.00540922,-0.01095879
1.274118,0.045817,0.016781,6.268217,2,0.013968,0.01024007,0.15547375,0.25812551,-0.00790177,0.00609657
1.653803,0.154145,0.030896,2.891593,2,0.035043,0.01489129,0.11507379,0.01484923,-0.00699693,0.00320095
1.784911,0.145894,0.013178,3.778714,4,0.014868,0.01351104,0.11108039,0.01653707,-0.00728907,0.00393048
0.246123,0.013758,0.017076,2.999232,3,0.014752,0.01725928,0.96966070,2.75283003,0.50247121,7.52154589
1.230678,0.277932,0.048369,4.083872,1,0.043641,0.03555209,0.11862846,0.00036934,-0.02715741,0.02071757
1.515483,0.026968,0.016151,1.037867,3,0.014244,0.00742957,0.11911675,1.59900045,0.09156676,0.49135655
0.355875,0.249356,0.034530,1.972887,3,0.041166,0.16191337,0.67132181,-0.14521079,0.10042579,-0.28181136
1.124794,0.033598,0.023939,5.646852,2,0.020957,0.00927786,0.17157827,0.64964950,-0.00747391,0.00599230
1.245453,0.256901,0.009614,2.058607,3,0.009852,0.04912261,0.19257148,-0.00298979,-0.00856209,-0.00482689
0.239939,0.243976,0.025477,3.215231,4,0.029809,0.27185512,1.08512771,-0.71118718,-0.24526881,-0.10780488
0.529495,0.096652,0.049931,3.560981,1,0.040980,0.02804324,0.24427095,0.04198135,0.00746130,-0.03896268
1.472717,0.155152,0.041745,1.981268,4,0.034617,0.03775318,0.12464107,0.19178672,-0.00241626,-0.00633170
0.872010,0.237558,0.006267,5.008111,1,0.007048,0.04593029,0.19499327,-0.00290708,-0.04812049,0.05028463
0.170874,0.060883,0.036934,1.425675,4,0.044267,0.05673764,1.09783387,0.17602518,0.78285623,5.85757875
1.598574,0.062221,0.037842,2.322575,2,0.035586,0.01039843,0.11658925,0.14039446,0.00163165,-0.00240927
0.533868,0.139479,0.030620,7.872089,1,0.037161,0.03056909,0.23427708,0.00037864,-0.05222695,0.08901159
0.542939,0.214221,0.024073,1.443916,4,0.026599,0.10839687,0.51979744,-0.05178279,0.19630608,-0.03128480
0.272482,0.160017,0.025542,3.350633,2,0.021465,0.11380234,0.68100727,-0.09618890,0.00071408,-0.26150307
0.252440,0.134432,0.013197,5.495146,1,0.012628,0.06019065,0.44414881,-0.02157862,-0.08277622,0.05016805
1.541424,0.134957,0.027235,4.595738,3,0.030475,0.01396920,0.12628809,0.02439444,-0.00885312,0.00560976
1.650810,0.284775,0.010913,2.046706,2,0.009804,0.03688284,0.12451901,-0.00050016,-0.01202219,0.00293155
0.842988,0.128197,0.044524,2.888963,4,0.054558,0.02614535,0.28911263,0.18693304,0.00367450,-0.01234145
1.198387,0.173276,0.026310,4.045154,4,0.031028,0.02618653,0.18728311,0.03152375,-0.01927211,0.01410609
0.389595,0.254041,0.017531,4.275488,3,0.020959,0.17655800,0.69781691,-0.16998649,-0.24589413,0.29777348
1.537653,0.129985,0.021111,4.697072,4,0.018263,0.02314295,0.12774523,0.06250506,-0.01479128,0.00945232
0.190992,0.224740,0.004776,1.644749,4,0.004678,0.26853371,1.14317572,-0.61315507,0.35588595,-0.81307018
0.925048,0.170148,0.033296,3.484882,2,0.028855,0.04416787,0.23287748,0.00535541,-0.02967152,0.01744590
0.711243,0.297751,0.035024,1.284840,4,0.035251,0.11291271,0.37255239,-0.02826200,0.12355487,-0.06130447
1.518404,0.074852,0.015561,3.499834,4,0.018501,0.00628048,0.13207124,0.26285380,-0.00305634,0.00143490
0.220525,0.120669,0.018934,4.368394,3,0.017391,0.13426058,1.08264410,-0.30271924,-0.04995790,-0.37214187
1.246509,0.219255,0.002507,7.802386,1,0.002332,0.03121836,0.14157529,-0.00100604,-0.02502685,0.02006329
1.870827,0.127742,0.037465,4.642435,3,0.032943,0.01867794,0.08317879,0.11371002,-0.00993364,0.00528303
1.472651,0.024556,0.008378,6.330551,2,0.007479,0.00441832,0.13853857,0.22877349,-0.00296862,0.00199444
1.757658,0.194137,0.022825,6.031972,1,0.019125,0.01860809,0.08659853,0.00257018,-0.01058131,0.00601699
0.331575,0.236863,0.023147,2.536862,2,0.019941,0.14464532,0.58982027,-0.09070581,0.00381491,-0.21950370
1.578506,0.259275,0.042514,3.700320,3,0.049154,0.02490392,0.11776829,0.01185380,-0.01508308,0.00912911
0.101639,0.146903,0.012025,1.252758,4,0.014734,0.18983534,1.29314649,-0.56400174,0.88573825,0.65000671
1.816394,0.237835,0.001181,2.417102,1,0.001375,0.02278694,0.09617225,-0.00033027,-0.00961301,0.00392690
0.623860,0.031719,0.026826,2.467076,2,0.024439,0.01431738,0.36269790,0.32532761,0.10863419,0.36146402
